번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,공사립구분명,보험가입여부코드,지도자수,건축물동수,건축물연면적,회원모집총인원,세부업종명,법인명
160,승마장업,10_38_01_P,4940000,CDFH3301252009000001,20090224,,1,영업/정상,13,영업중,,,,,464-9555,,526897,전라남도 영암군 삼호읍 용앙리 1667-5번지,전라남도 영암군 삼호읍 대불주거2로 77,,대불승마클럽,2.01411E+13,I,2018.8.31 23:59,,150972.2171,139858.4738,승마장업,사립,Y,1,4,347.76,,,
161,승마장업,10_38_01_P,4940000,CDFH3301252011000001,20110616,,1,영업/정상,13,영업중,,,,,464-2828,,526891,전라남도 영암군 삼호읍 나불리 19-1번지,전라남도 영암군 삼호읍 나불도길 55,58447,나불도 승마랜드,2.01908E+13,U,2019.8.14 2:40,,150679.0059,142300.7566,승마장업,사립,Y,1,2,3544.4,,,
162,승마장업,10_38_01_P,4860000,CDFH3301252012000001,20120216,,1,영업/정상,13,영업중,,,,,061-363-1733,,516813,전라남도 곡성군 고달면 두가리 169-1번지,전라남도 곡성군 고달면 두계길 40-43,57547,섬진강 승마벨리 관광농원,2.0141E+13,I,2018.8.31 23:59,,234089.9223,193261.1576,승마장업,공립,,1,3,3651,,,
163,승마장업,10_38_01_P,4860000,CDFH3301252014000001,20141020,,1,영업/정상,13,영업중,,,,,061-363-1733,,516813,전라남도 곡성군 고달면 두가리 169-1번지,전라남도 곡성군 고달면 두계길 40-43,57547,섬진강승마밸리 관광농원,2.0141E+13,I,2018.8.31 23:59,,234089.9223,193261.1576,승마장업,공립,,1,3,3651,,,
164,승마장업,10_38_01_P,4810000,CDFH3301252012000001,20121212,,1,영업/정상,13,영업중,,,,,061-692-8011~3,,556814,전라남도 여수시 소라면 복산리 416-1,전라남도 여수시 소라면 서부로 280-51,59648,농업회사법인 현천승마(주),2.02011E+13,U,2020.11.11 2:40,,255808.3894,141120.1001,승마장업,사립,Y,1,,,,,
165,승마장업,10_38_01_P,6520000,CDFH3301252003000001,20030412,,1,영업/정상,13,영업중,,,,,787-4831,,699905,제주특별자치도 서귀포시 성산읍 삼달리 2254-9번지,제주특별자치도 서귀포시 성산읍 중산간동로 4517,,우리승마장,2.01706E+13,I,2018.8.31 23:59,,182503.7934,-12136.15833,승마장업,사립,Y,1,3,,,,
166,승마장업,10_38_01_P,6520000,CDFH3301252009000001,20090623,,1,영업/정상,13,영업중,,,,,787-3663,,699912,제주특별자치도 서귀포시 표선면 성읍리 475번지,제주특별자치도 서귀포시 표선면 서성일로 73,,알프스 승마장 포니,2.01711E+13,I,2018.8.31 23:59,,181520.2748,-10868.8552,승마장업,사립,,,,,,,
167,승마장업,10_38_01_P,6520000,CDFH3301252012000003,20120919,,1,영업/정상,13,영업중,,,,,064-738-8253,,697110,제주특별자치도 서귀포시 법환동 925-1번지,제주특별자치도 서귀포시 월드컵로45번길 64 (법환동),63572,(주)세리메리즈월드,2.01808E+13,I,2018.8.31 23:59,,154380.5274,-27619.15302,승마장업,사립,,1,1,80.5,,,
168,승마장업,10_38_01_P,6520000,CDFH3301252014000002,20140206,,1,영업/정상,13,영업중,,,,,064-787-7831,,699916,제주특별자치도 서귀포시 표선면 하천리 357-1번지 제주화석박물관,제주특별자치도 서귀포시 표선면 하천로 11 (제주화석박물관),63627,표선홀스랜드,2.02003E+13,U,2020.3.22 2:40,,185378.6529,-16917.69416,승마장업,사립,,,,,,,
169,승마장업,10_38_01_P,4180000,CDFH3301252019000001,20190911,,1,영업/정상,13,영업중,,,,,033-260-3670,,,강원도 춘천시 남산면 창촌리 10-1,"강원도 춘천시 남산면 송곡대학길 34, 송곡대학교",24465,송곡대학교 승마장,2.02003E+13,U,2020.4.1 2:40,,257154,476794,승마장업,사립,,1,,,,,
170,승마장업,10_38_01_P,4520000,CDFH3301252022000001,20220411,,1,영업/정상,13,영업중,,,,,,,,충청남도 아산시 송악면 평촌리 40-4,충청남도 아산시 송악면 평촌길50번길 105-17,31560,제이클라우드승마센터,2.02204E+13,I,2022.4.13 0:22,,200217,360246,승마장업,사립,,0,0,0,0,,
171,승마장업,10_38_01_P,5050000,CDFH3301252009000001,20091104,,1,영업/정상,13,영업중,,,,,,,,경상북도 경주시 손곡동 74,경상북도 경주시 천북남로 196 (손곡동),38116,경주 승마리조트,2.02012E+13,U,2020.12.13 2:40,,407363.8323,264204.1175,승마장업,사립,,1,,,,,
172,승마장업,10_38_01_P,5050000,CDFH3301252014000001,20140401,,1,영업/정상,13,영업중,,,,,054-770-3552,,780972,경상북도 경주시 충효동 1546-1,경상북도 경주시 알마을길 28-15 (충효동),38057,서라벌대학교 승마장,2.02012E+13,U,2021.1.1 2:40,,395356.8684,262139.7072,승마장업,사립,Y,,,2805.6,,,
173,승마장업,10_38_01_P,5200000,CDFH3301252015000001,20150819,,1,영업/정상,13,영업중,,,,,,,,경상북도 고령군 대가야읍 고아리 588번지,경상북도 고령군 대가야읍 신남로 61,40140,대가야기마문화체험장 /사)대한청소년문화진흥원 경북 고령지점,2.01602E+13,I,2018.8.31 23:59,,314465.7267,246576.518,승마장업,사립,Y,1,2,1070,,,
174,승마장업,10_38_01_P,5450000,CDFH3301252017000001,20170412,,1,영업/정상,13,영업중,,,,,,,,경상남도 산청군 생초면 대포리 168-2번지,경상남도 산청군 생초면 명지대포로 222 (산청승마장),52204,산청승마장,2.01807E+13,I,2018.8.31 23:59,,277174.5317,218602.5649,승마장업,사립,,1,1,377.49,,,
175,승마장업,10_38_01_P,4820000,CDFH3301252007000001,20071210,,1,영업/정상,13,영업중,,,,,755-0800,,540913,전라남도 순천시 낙안면 금산리 83번지 외1필지,전라남도 순천시 낙안면 금산길 118-28,57916,순천승마장,2.01401E+13,I,2018.8.31 23:59,,232491.6613,159679.979,승마장업,사립,,,,384,,,
176,승마장업,10_38_01_P,4970000,CDFH3301252014000001,20140825,,1,영업/정상,13,영업중,,,,,,,,전라남도 영광군 홍농읍 진덕리 380-2,전라남도 영광군 홍농읍 홍농로 574-40,57004,영광승마장,2.02207E+13,U,2022.7.31 2:40,,150198.7983,211835.9071,승마장업,사립,Y,1,5,628.6,0,,
177,승마장업,10_38_01_P,4830000,CDFH3301252006000001,20061107,,1,영업/정상,13,영업중,,,,,061-337-1287,,,전라남도 나주시 남평읍 우산리 53222번지,전라남도 나주시 남평읍 지석로 765-34 (훼밀리승마클럽),58231,훼밀리승마클럽,2.01809E+13,U,2018.9.28 23:59,,189120.0836,167285.0447,승마장업,사립,Y,,1,331,,,
178,승마장업,10_38_01_P,4090000,CDFH3301252016000001,20160229,,1,영업/정상,13,영업중,,,,,031-985-7330,,,경기도 김포시 고촌읍 신곡리 90-1번지,경기도 김포시 고촌읍 금포로 313,10124,아라뱃길 승마클럽,2.01907E+13,U,2019.8.2 2:40,,180635.9289,456477.4325,승마장업,사립,,1,3,448.8,,,
179,승마장업,10_38_01_P,3990000,CDFH3301252005000001,20051216,,1,영업/정상,13,영업중,,,,,031-575-8799,,472886,경기도 남양주시 오남읍 팔현리 377-3번지,경기도 남양주시 오남읍 팔현로207번길 112,,시즌파이브,2.01908E+13,U,2019.8.28 2:40,,221352.1604,464624.2747,승마장업,사립,,,,,,,
180,승마장업,10_38_01_P,3990000,CDFH3301252014000001,20140614,,1,영업/정상,13,영업중,,,,,571-9016,,472862,경기도 남양주시 진접읍 내각리 621-1번지,경기도 남양주시 진접읍 내각2로11번길 76,12074,청학 승마클럽,2.01906E+13,U,2019.6.26 2:40,,213567.0475,466784.9887,승마장업,사립,Y,2,4,,,,
181,승마장업,10_38_01_P,3990000,CDFH3301252014000002,20141016,,1,영업/정상,13,영업중,,,,,080-088-7745,,472905,경기도 남양주시 와부읍 월문리 487번지,경기도 남양주시 와부읍 월문천로 280-7,12203,동서울 승마장,2.01807E+13,I,2018.8.31 23:59,,221327.7178,455197.0156,승마장업,사립,,,,,,,
182,승마장업,10_38_01_P,3990000,CDFH3301252014000003,20141113,,1,영업/정상,13,영업중,,,,,,,472905,경기도 남양주시 와부읍 월문리 666번지,경기도 남양주시 와부읍 글개울로 102,12203,덕소 승마클럽,2.01411E+13,I,2018.8.31 23:59,,221550,456374,승마장업,사립,,,,,,,
183,승마장업,10_38_01_P,3990000,CDFH3301252018000001,20180402,,1,영업/정상,13,영업중,,,,,,,,경기도 남양주시 별내면 광전리 96-23,경기도 남양주시 별내면 청학로8번길 34-13,12090,홀스마스터즈 승마클럽,2.02111E+13,U,2021.11.21 2:40,,211034.7928,466632.7697,승마장업,사립,Y,1,,,,,
184,승마장업,10_38_01_P,3990000,CDFH3301252011000002,20110602,,1,영업/정상,13,영업중,,,,,,,472120,경기도 남양주시 호평동 23-61번지,경기도 남양주시 마치로 122 (호평동),472120,디원호스승마클럽,2.01506E+13,I,2018.8.31 23:59,,223134.0786,461240.6304,승마장업,사립,,,,,,,
185,승마장업,10_38_01_P,3990000,CDFH3301252012000001,20120207,,1,영업/정상,13,영업중,,,,,"841-3044,841-9523",,472813,경기도 남양주시 별내면 용암리 149-10번지,경기도 남양주시 별내면 용암제청말길 152-3,472813,작은말학교 별내,2.01908E+13,U,2019.8.3 2:40,,211529.8681,471561.9768,승마장업,사립,Y,1,,244.5,,,
186,승마장업,10_38_01_P,3860000,CDFH3301252009000001,20091125,,1,영업/정상,13,영업중,,,,,,,421813,경기도 부천시 여월동 122번지 외 2필지,경기도 부천시 원미로281번길 86 (여월동),14486,부천승마장,2.01607E+13,I,2018.8.31 23:59,,181718.0064,445391.7234,승마장업,사립,Y,1,2,384.51,,,
187,승마장업,10_38_01_P,3940000,CDFH3301252003000001,20030716,,1,영업/정상,13,영업중,,,,,031-977-2662,,410560,경기도 고양시 일산동구 문봉동 68,경기도 고양시 일산동구 견달산로 402 (문봉동),,Royal Saddle Equestrian Society,2.02206E+13,U,2022.6.12 2:40,,184533.6529,466401.9054,승마장업,사립,Y,2,0,4446.35,0,,
188,승마장업,10_38_01_P,4510000,CDFH3301252022000001,20220310,,1,영업/정상,13,영업중,,,,,,,,충청남도 보령시 요암동 825,충청남도 보령시 절골길 36 (요암동),33491,보령시승마훈련원,2.02203E+13,I,2022.3.12 0:22,,,,승마장업,사립,Y,1,2,375,0,,
189,승마장업,10_38_01_P,5120000,CDFH3301252014000001,20140611,,1,영업/정상,13,영업중,,,,,552-9991,,745862,경상북도 문경시 마성면 신현리 117-10번지 8통10반,경상북도 문경시 마성면 진남2길 32-10,36923,문경승마클럽,2.01406E+13,I,2018.8.31 23:59,,301229.7243,350847.9151,승마장업,사립,Y,1,2,251.35,,,
190,승마장업,10_38_01_P,5460000,CDFH3301252012000001,20120329,,1,영업/정상,13,영업중,,,,,055-962-6111,,676802,경상남도 함양군 함양읍 삼산리 338-1,경상남도 함양군 함양읍 삼휴길 134,50029,함양승마클럽,2.02109E+13,U,2021.9.29 2:40,,264180.3285,224231.2122,승마장업,사립,Y,1,0,2057.25,0,,
191,승마장업,10_38_01_P,5460000,CDFH3301252015000001,20151124,,1,영업/정상,13,영업중,,,,,,,,경상남도 함양군 함양읍 이은리 226-24,경상남도 함양군 함양읍 함양남서로 879,50049,천령승마랜드,2.02101E+13,U,2021.1.14 2:40,,266835.6348,222527.5613,승마장업,사립,Y,1,,494.7,,,
192,승마장업,10_38_01_P,3560000,CDFH3301252017000001,20170713,,1,영업/정상,13,영업중,,,,,,,,인천광역시 서구 시천동 144-7,,,유천승마장,2.02111E+13,U,2021.11.14 2:40,,171804.3239,452350.2957,승마장업,사립,Y,0,0,192,0,,
193,승마장업,10_38_01_P,3530000,CDFH3301252012000002,20121121,,1,영업/정상,13,영업중,,,,,032-469-0006,,405250,인천광역시 남동구 장수동 25-2번지,인천광역시 남동구 만의골로 221 (장수동),21533,인천승마공원,2.0191E+13,U,2019.10.10 2:40,,179763.1015,440048.742,승마장업,사립,Y,1,,576.54,,,
194,승마장업,10_38_01_P,3530000,CDFH3301252013000001,20131106,,1,영업/정상,13,영업중,,,,,032-819-9500,,405280,"인천광역시 남동구 도림동 326-1번지 327-1,327-3",인천광역시 남동구 오봉로10번길 22-37 (도림동),21656,인천남동승마클럽,2.01711E+13,I,2018.8.31 23:59,,175959.1977,434648.4757,승마장업,사립,Y,1,,416.29,,,
195,승마장업,10_38_01_P,3530000,CDFH3301252012000001,20121004,,1,영업/정상,13,영업중,,,,,032-466-2754,,405250,인천광역시 남동구 장수동 444-28번지,인천광역시 남동구 무네미로 219 (장수동),21530,인천 승마장,2.01711E+13,I,2018.8.31 23:59,,177601.2341,439569.1749,승마장업,사립,Y,1,,334.52,,,
196,승마장업,10_38_01_P,4020000,CDFH3301252011000001,20110902,,1,영업/정상,13,영업중,,,,,,,435070,경기도 군포시 도마교동 384-3번지,,,엘리트 승마스쿨,2.0151E+13,I,2018.8.31 23:59,,,,승마장업,사립,,,,,,,
197,승마장업,10_38_01_P,3930000,CDFH3301252005000001,20051108,,1,영업/정상,13,영업중,,,,,032-882-2255,,425340,경기도 안산시 단원구 대부남동 7-11,경기도 안산시 단원구 부흥로 376 (대부남동),15650,베르아델승마클럽,2.02112E+13,U,2021.12.23 2:40,,165096.4056,412427.5249,승마장업,사립,Y,0,3,7377.83,0,,
198,승마장업,10_38_01_P,3780000,CDFH3301252014000001,20140822,,1,영업/정상,13,영업중,,,,,031-752-8088,,,경기도 성남시 수정구 시흥동 115-5,경기도 성남시 수정구 여수대로29번길 50-1 (시흥동),13106,엑셀로이콰인알앤디쎈터,2.02203E+13,U,2022.3.20 2:40,,209584.3565,435926.0417,승마장업,사립,Y,1,2,1644.36,0,,
199,승마장업,10_38_01_P,4010000,CDFH3301252013000002,20130621,,1,영업/정상,13,영업중,,,,,031-431-3923,,429832,경기도 시흥시 월곶동 327-1,경기도 시흥시 마전로 342 (월곶동),15003,시흥승마힐링체험장,2.02105E+13,U,2021.5.27 2:40,,179756.3015,429770.135,승마장업,사립,,1,,460.98,,,
200,승마장업,10_38_01_P,4010000,CDFH3301252017000001,20170510,,1,영업/정상,13,영업중,,,,,,,,경기도 시흥시 월곶동 424-1,경기도 시흥시 달월길 37 (월곶동),15006,주식회사 월드승마학교,2.0211E+13,U,2021.10.28 2:40,,178719.698,430637.7644,승마장업,사립,,1,0,118.92,0,,
201,승마장업,10_38_01_P,4420000,CDFH3301252020000001,20200205,,1,영업/정상,13,영업중,,,,,,,,충청북도 보은군 보은읍 수정리 17-1,,,보은승마장,2.02006E+13,U,2020.6.28 2:40,,264974.7189,330542.0565,승마장업,사립,,,,,,,
202,승마장업,10_38_01_P,5530000,CDFH3301252009000001,20090730,,1,영업/정상,13,영업중,,,,,070-88281111,,,경기도 화성시 서신면 궁평리 376-4,경기도 화성시 서신면 궁평항로 1206,18556,(주)궁평캠프,2.02103E+13,U,2021.3.24 2:40,,172589.9268,402775.9567,승마장업,사립,,,,,,,
203,승마장업,10_38_01_P,5110000,CDFH3301252011000001,20110304,,1,영업/정상,13,영업중,,,,,054-537-6682,,742961,경상북도 상주시 사벌면 화달리 산 6-5번지,경상북도 상주시 사벌면 경천로 683-47,37128,상주국제승마장,2.01312E+13,I,2018.8.31 23:59,,310309.2128,329390.3096,승마장업,사립,,1,,,,,
204,승마장업,10_38_01_P,4190000,CDFH3301252009000001,20090702,,1,영업/정상,13,영업중,,,,,734-1141,,,강원도 원주시 문막읍 동화리 1393-1번지,강원도 원주시 문막읍 탑전길 50,26363,프리미어아레나승마클럽,2.01711E+13,I,2018.8.31 23:59,,273345.0124,426214.8423,승마장업,사립,,1,,210.6,,,
205,승마장업,10_38_01_P,3930000,CDFH3301252011000001,20110415,,1,영업/정상,13,영업중,,,,,031-403-3730,,,"경기도 안산시 상록구 장하동 177-2 177-2번지외 2필지(177-1, 178-2)","경기도 안산시 상록구 안산벌말길 150 (장하동, 177-2번지외 2필지(177-1, 178-2))",15208,에이스승마랜드,2.02009E+13,U,2020.9.23 2:40,,187501.5424,428477.4285,승마장업,사립,Y,1,,730.89,,,
206,승마장업,10_38_01_P,3930000,CDFH3301252011000002,20110610,,1,영업/정상,13,영업중,,,,,032-886-0008,,425320,경기도 안산시 단원구 대부동동 427-6,경기도 안산시 단원구 영전로 262-20 (대부동동),15642,해맞이승마클럽,2.02103E+13,U,2021.3.12 2:40,,165298.491,416430.9425,승마장업,사립,Y,1,,,,,
207,승마장업,10_38_01_P,3930000,CDFH3301252013000002,20130603,,1,영업/정상,13,영업중,,,,,031-411-3080,,426420,경기도 안산시 상록구 장하동 45번지,경기도 안산시 상록구 안산벌말1길 9 (장하동),15206,세계승마클럽,2.01912E+13,U,2020.1.1 2:40,,188307.0021,428473.1342,승마장업,사립,Y,,,,,,
208,승마장업,10_38_01_P,3930000,CDFH3301252015000001,20150623,,1,영업/정상,13,영업중,,,,,,,426420,경기도 안산시 상록구 장하동 178-1번지,경기도 안산시 상록구 안산벌말길 146 (장하동),15208,안산승마클럽,2.01808E+13,I,2018.8.31 23:59,,187526.7019,428527.8643,승마장업,사립,Y,1,,,,,
209,승마장업,10_38_01_P,4080000,CDFH3301252004000001,20041228,,1,영업/정상,13,영업중,,,,,031-672-4746,,456912,경기도 안성시 일죽면 고은리 47-3번지,경기도 안성시 일죽면 원설로 1042,17525,하노버승마장,2.01902E+13,U,2019.3.2 2:40,,239585.9754,403856.441,승마장업,사립,,,,,,,
210,승마장업,10_38_01_P,4080000,CDFH3301252009000001,20090506,,1,영업/정상,13,영업중,,,,,031-653-2033,,456824,경기도 안성시 공도읍 신두리 363-5,경기도 안성시 공도읍 대신두길 28,17558,농협중앙회 안성팜랜드 승마센터,2.02107E+13,U,2021.7.3 2:40,,217304.2774,387905.8165,승마장업,사립,,1,,,,,
211,승마장업,10_38_01_P,3720000,CDFH3301252018000001,20180725,,1,영업/정상,13,영업중,,,,,,,,울산광역시 북구 가대동 356번지,울산광역시 북구 버덩길 18 (가대동),44211,울산EDA승마장,2.01912E+13,U,2019.12.13 2:40,,409243.8982,236754.0981,승마장업,사립,Y,1,,,,,
212,승마장업,10_38_01_P,4680000,CDFH3301252011000001,20111005,,1,영업/정상,13,영업중,,,,,,,570911,전라북도 익산시 금마면 갈산리 242-20번지,,,EVeneSel horse stable(에벤에셀),2.01808E+13,I,2018.8.31 23:59,,200400.284,277641.1153,승마장업,사립,,,,,,,
213,승마장업,10_38_01_P,5530000,CDFH3301252013000001,20130225,,1,영업/정상,13,영업중,,,,,031-294-3744,,445891,경기도 화성시 봉담읍 내리 211-2,경기도 화성시 봉담읍 매봉로 218,18294,화성 홀스파크 주식회사,2.0201E+13,U,2020.10.30 2:40,,193331.01,414350.9239,승마장업,사립,,,,,,,
214,승마장업,10_38_01_P,5530000,CDFH3301252015000001,20150305,,1,영업/정상,13,영업중,,,,,031-350-3542,,445971,경기도 화성시 팔탄면 해창리 256-2,경기도 화성시 팔탄면 3.1만세로 641-28,18578,신창기업(주) 발리오스승마장,2.01901E+13,I,2020.8.5 0:23,,187900.4013,401158.876,승마장업,사립,,2,1,12900.07,,,
215,승마장업,10_38_01_P,5380000,CDFH3301252020000001,20200416,,1,영업/정상,13,영업중,,,,,055-367-0626,,,경상남도 양산시 동면 가산리 565-2번지,경상남도 양산시 동면 호포새동네길 83-3,50642,호포승마스쿨,2.02005E+13,U,2020.5.24 2:40,,383761.4192,200381.0159,승마장업,사립,Y,1,,1078.5,,,
216,승마장업,10_38_01_P,4610000,CDFH3301252020000001,20200414,,1,영업/정상,13,영업중,,,,,,,,충청남도 예산군 대술면 마전리 122번지,,,오케이목장,2.02004E+13,I,2020.4.16 0:23,,191642.8533,347942.5888,승마장업,사립,,,,,,,
217,승마장업,10_38_01_P,4250000,CDFH3301252014000001,20140206,,1,영업/정상,13,영업중,,,,,,,,강원도 홍천군 서면 팔봉리 1290-2,강원도 홍천군 서면 한치골길 262,25102,소노펠리체 승마클럽,2.02209E+13,U,2022.9.29 2:40,,260030.2807,460691.714,승마장업,사립,,2,,7696,,,
218,승마장업,10_38_01_P,4160000,CDFH3301252011000001,20110829,,1,영업/정상,13,영업중,,,,,,,477811,경기도 가평군 청평면 고성리 636-1,경기도 가평군 청평면 양진길 155,477811,청평마루승마클럽,2.02106E+13,U,2021.6.16 2:40,,242962.057,469586.6306,승마장업,사립,Y,1,2,300,,,
219,승마장업,10_38_01_P,6510000,CDFH3301252018000001,20180727,,1,영업/정상,13,영업중,,,,,,,,제주특별자치도 제주시 조천읍 와흘리 165-40번지,"제주특별자치도 제주시 조천읍 남조로 2213, 와흘을그리다.",63345,와흘을그리다.,2.01807E+13,I,2018.8.31 23:59,,,,승마장업,사립,,,,,,,
220,승마장업,10_38_01_P,5020000,CDFH3301252015000002,20151125,,1,영업/정상,13,영업중,,,,,,,,,경상북도 포항시 북구 흥해읍 한동로424번길 47-20,37552,한솔승마장,2.01511E+13,I,2018.8.31 23:59,,414572.3322,292213.8435,승마장업,사립,,1,1,,,,
221,승마장업,10_38_01_P,4460000,CDFH3301252020000001,20200625,,1,영업/정상,13,영업중,,,,,,,,충청북도 괴산군 괴산읍 사창리 45-2,충청북도 괴산군 괴산읍 문무로 468,28022,중원대학교 공공승마장,2.02006E+13,I,2020.6.27 0:23,,273187.0377,371628.6037,승마장업,사립,,1,4,2524.2,,,
222,승마장업,10_38_01_P,4030000,CDFH3301252021000001,20210520,,1,영업/정상,13,영업중,,,,,,,,경기도 의왕시 청계동 760,경기도 의왕시 옥박골동길 10-39 (청계동),16011,주식회사 인덕원승마스쿨,2.02105E+13,I,2021.5.22 0:22,,200288.9923,432213.2247,승마장업,사립,,1,,,,,
223,승마장업,10_38_01_P,4230000,CDFH3301252018000001,20180424,,1,영업/정상,13,영업중,,,,,637-3400,,,강원도 속초시 장사동 415번지,"강원도 속초시 영랑호반길 421, 1동 1층 (장사동)",24805,속초화랑승마장 ((사)한민족전통마상무예격구협회),2.01804E+13,I,2018.8.31 23:59,,337459.0318,525093.2556,승마장업,사립,,1,1,,,,
224,승마장업,10_38_01_P,4050000,CDFH3301252012000001,20121114,,1,영업/정상,13,영업중,,,,,031-332-9910,,449864,경기도 용인시 처인구 백암면 석천리 737번지,경기도 용인시 처인구 백암면 황새울로 256,17182,용인씨씨승마클럽,2.02006E+13,U,2020.6.11 2:40,,230999.7461,401164.782,승마장업,사립,Y,1,,268.48,,,
225,승마장업,10_38_01_P,4050000,CDFH3301252016000001,20160125,,1,영업/정상,13,영업중,,,,,031-335-5997,,,경기도 용인시 처인구 포곡읍 마성리 280-4,경기도 용인시 처인구 포곡읍 석성로888번길 18-22,17024,승마클럽 영풍,2.02112E+13,U,2021.12.26 2:40,,216975.2522,419510.1327,승마장업,사립,Y,2,11,1679.5,,,
226,승마장업,10_38_01_P,4050000,CDFH3301251998000001,19980814,,1,영업/정상,13,영업중,,,,,031-286-6490,,446909,경기도 용인시 기흥구 지곡동 257,경기도 용인시 기흥구 지삼로201번길 9 (지곡동),17088,(주)신갈승마클럽,2.02009E+13,U,2020.9.27 2:40,,211979.3074,415460.4363,승마장업,사립,Y,2,,,,,
227,승마장업,10_38_01_P,4050000,CDFH3301252009000001,20091229,,1,영업/정상,13,영업중,,,,,031-334-7935,,449852,경기도 용인시 처인구 모현읍 능원리 340,경기도 용인시 처인구 모현읍 능원로 41-30,16886,분당승마클럽,2.0211E+13,U,2021.10.16 2:40,,215304.511,425703.1226,승마장업,사립,Y,0,0,0,0,,
228,승마장업,10_38_01_P,4680000,CDFH3301252013000001,20130607,,1,영업/정상,13,영업중,,,,,8585557,,570822,전라북도 익산시 삼기면 용연리 471-5번지,,,익산승마장,2.01901E+13,U,2019.2.1 2:40,,198900.3651,278524.2218,승마장업,사립,Y,1,1,192.42,,,
229,승마장업,10_38_01_P,4680000,CDFH3301252015000001,20150806,,1,영업/정상,13,영업중,,,,,,,,전라북도 익산시 황등면 죽촌리 3-81번지,전라북도 익산시 황등면 익산대로 1259-18,54530,호남제일승마장,2.01508E+13,I,2018.8.31 23:59,,195310.2228,281368.4701,승마장업,사립,,1,,,,,
230,승마장업,10_38_01_P,4610000,CDFH3301252021000001,20210324,,1,영업/정상,13,영업중,,,,,,,,충청남도 예산군 대술면 마전리 123-1,충청남도 예산군 대술면 마전삼베실길 56-32,32445,오케이웨스턴 승마 영농조합법인,2.0211E+13,U,2021.10.10 2:40,,191632.7075,347839.6627,승마장업,사립,,0,0,0,0,,
231,승마장업,10_38_01_P,3670000,CDFH3301252017000002,20170801,,1,영업/정상,13,영업중,,,,,,,,대전광역시 유성구 덕명동 산 10-11 승마장,대전광역시 유성구 덕명로56번길 199 (덕명동),34155,복용승마장,2.02111E+13,U,2021.11.3 2:40,,227532.081,316650.9762,승마장업,사립,Y,2,,6231,,,
232,승마장업,10_38_01_P,3660000,CDFH3301252017000001,20170606,,1,영업/정상,13,영업중,,,,,042-542-0002,,,대전광역시 서구 흑석동 1-1번지,대전광역시 서구 언목재길 253 (흑석동),35427,퀸즈승마장,2.01809E+13,U,2018.9.11 23:59,,231984.9095,307861.3185,승마장업,사립,Y,1,3,262,,,
233,승마장업,10_38_01_P,4430000,CDFH3301252014000001,20140610,,1,영업/정상,13,영업중,,,,,,,373831,충청북도 옥천군 동이면 금암리 1086,충청북도 옥천군 동이면 옥천동이로 711-13,29023,블루홀스 승마센터,2.02107E+13,U,2021.7.15 2:40,,256604.8678,309163.9477,승마장업,사립,Y,1,0,2595.36,0,,
234,승마장업,10_38_01_P,5710000,CDFH3301252016000001,20160805,,1,영업/정상,13,영업중,,,,,,,,충청북도 청주시 서원구 현도면 중척리 402-1번지 외(423-7),충청북도 청주시 서원구 현도면 양지시목로 402,28218,주식회사하이엠 에스라인승마장 한국승마교육원,2.01903E+13,U,2019.3.16 2:40,,236235.8408,330221.4627,승마장업,사립,Y,1,,,,,
235,승마장업,10_38_01_P,3480000,CDFH3301252016000001,20160923,,1,영업/정상,13,영업중,,,,,053-614-8765,,,대구광역시 달성군 옥포읍 기세리 산 30-3번지,대구광역시 달성군 옥포읍 비슬로468길 43 (승마장),42972,비슬 승마체험장,2.02003E+13,U,2020.4.1 2:40,,333404,255233,승마장업,사립,,,,,,,
236,승마장업,10_38_01_P,3360000,CDFH3301252017000001,20170830,,1,영업/정상,13,영업중,,,,,,,,부산광역시 강서구 봉림동 881-11번지,부산광역시 강서구 봉림길234번길 15 (봉림동),46709,서부산승마랜드,2.02004E+13,U,2020.4.10 2:40,,371845.7033,187758.0841,승마장업,사립,,1,,,,,
237,승마장업,10_38_01_P,5350000,CDFH3301252014000001,20140320,,1,영업/정상,13,영업중,,,,,055-323-9688,,621892,경상남도 김해시 대동면 대감리 619번지,경상남도 김해시 대동면 대동로 949-64,50806,BK승마랜드,2.01807E+13,I,2018.8.31 23:59,,380020.3017,198256.007,승마장업,사립,,1,3,496.2,,,
238,승마장업,10_38_01_P,5350000,CDFH3301252012000001,20120926,,1,영업/정상,13,영업중,,,,,,,,경상남도 김해시 화목동 1840,경상남도 김해시 화목로 264-53 (화목동),51010,김해승마클럽,2.02008E+13,U,2020.8.21 2:40,,369786.2832,188447.937,승마장업,사립,Y,1,3,755.61,,,
239,승마장업,10_38_01_P,4520000,CDFH3301252011000001,20110317,,1,영업/정상,13,영업중,,,,,041-542-4408,,336862,충청남도 아산시 음봉면 동천리 77-1번지,충청남도 아산시 음봉면 충무로604번길 42,,충무승마클럽,2.02001E+13,U,2020.1.18 2:40,,201314.4466,370507.8893,승마장업,사립,Y,1,,1349.11,50,,
