번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,공사립구분명,보험가입여부코드,지도자수,건축물동수,건축물연면적,회원모집총인원,세부업종명,법인명
157,빙상장업,10_34_01_P,3230000,CDFH3301241989000001,19891226,,1,영업/정상,13,영업중,,,,,411-4592,,138721,서울특별시 송파구 잠실동 40-1,서울특별시 송파구 올림픽로 240 (잠실동),5554,롯데월드아이스링크장,2.02202E+13,U,2022.2.16 2:40,,208589.3633,445455.9041,빙상장업,사립,,0,0,0,0,,
158,빙상장업,10_34_01_P,3160000,CDFH3301242020000001,20200114,,1,영업/정상,13,영업중,,,,,,,,서울특별시 구로구 고척동 186-5번지 현준프라자 비101호,"서울특별시 구로구 목동남로 6, 현준프라자 비101호 (고척동)",8218,현준아이스링크,2.02001E+13,U,2020.1.18 2:40,,187616.0891,444951.4865,빙상장업,사립,Y,,,4289.89,,,
159,빙상장업,10_34_01_P,3000000,CDFH3301242017000001,20170202,,1,영업/정상,13,영업중,,,,,,,,서울특별시 종로구 내자동 219번지,"서울특별시 종로구 새문안로5가길 33, 지하1층 (내자동, 한누리빌딩)",3170,에이치에스,2.01702E+13,I,2018.8.31 23:59,,197539.9708,452504.0641,빙상장업,사립,,,,13007.82,,,
160,빙상장업,10_34_01_P,3210000,CDFH3301242011000001,20111130,,1,영업/정상,13,영업중,,,,,555-8852,,137856,서울특별시 서초구 서초동 1317-23번지 외7필지(지1층),"서울특별시 서초구 서초대로 411 (서초동, 지1층)",6615,GT-ICERINK,2.01401E+13,I,2018.8.31 23:59,,202247.7061,443957.177,빙상장업,사립,,,,54583.43,,,
161,빙상장업,10_34_01_P,3210000,CDFH3301242015000001,20151205,,1,영업/정상,13,영업중,,,,,,,,서울특별시 서초구 서초동 700번지 예술의전당,"서울특별시 서초구 남부순환로 2406 (서초동, 예술의전당)",6757,예술의전당 아이스링크 'ICE DREAM',2.01512E+13,I,2018.8.31 23:59,,201278.6479,442099.7531,빙상장업,사립,,,,,,,
162,빙상장업,10_34_01_P,3210000,CDFH3301242018000001,20180424,,1,영업/정상,13,영업중,,,,,,,,서울특별시 서초구 서초동 1627-1번지 교대벤처타워,"서울특별시 서초구 사임당로 64, 교대벤처타워 지하1층 (서초동)",6640,I-COX,2.01804E+13,I,2018.8.31 23:59,,201430.4766,442950.4715,빙상장업,사립,,1,,,,,
163,빙상장업,10_34_01_P,3690000,CDFH3301242020000001,20200420,,1,영업/정상,13,영업중,,,,,052-914-1200,,,울산광역시 중구 우정동 498-1,"울산광역시 중구 종가로 310, M 빌딩 지하1층 (우정동)",44542,피터스원 아이스 스노우 파크,2.02201E+13,U,2022.1.26 2:40,,409442.5285,231791.9313,빙상장업,사립,,,,,,,
164,빙상장업,10_34_01_P,3610000,CDFH3301242021000001,20211125,,1,영업/정상,13,영업중,,,,,,,,광주광역시 남구 봉선동 1125-4 무등프라자 주월2차아파트,"광주광역시 남구 봉선중앙로131번길 11, 지하2층 (봉선동, 무등프라자 주월2차아파트)",61688,쥬키 아이스파크,2.02111E+13,I,2021.11.27 0:22,,191637.1769,181515.5768,빙상장업,사립,,0,0,0,0,,
165,빙상장업,10_34_01_P,5020000,CDFH3301242004000001,20041203,,1,영업/정상,13,영업중,,,,,054-242-0091,,791852,경상북도 포항시 북구 장성동 1589-1,경상북도 포항시 북구 침촌마을길 36 (장성동),37578,포항아이스링크,2.02101E+13,U,2021.1.23 2:40,,414147.9239,289281.4851,빙상장업,사립,Y,,1,4102.63,,,
166,빙상장업,10_34_01_P,3140000,CDFH3301242020000001,20200623,,1,영업/정상,13,영업중,,,,,02-553-2456,,,서울특별시 양천구 목동 914번지 목동종합운동장,"서울특별시 양천구 안양천로 939, 목동종합운동장 101호 (목동)",7990,목동슈팅연습장,2.02006E+13,I,2020.6.25 0:23,,189469.9013,447591.0341,빙상장업,사립,Y,1,,,,,
167,빙상장업,10_34_01_P,3740000,CDFH3301242004000001,20041229,,1,영업/정상,13,영업중,,,,,296-3443,,441440,경기도 수원시 권선구 탑동 512,경기도 수원시 권선구 효탑로16번길 20 (탑동),,아이스하우스,2.02008E+13,U,2020.8.21 2:40,,197880.7947,418207.9075,빙상장업,사립,Y,,1,3972,,,
168,빙상장업,10_34_01_P,3740000,CDFH3301242019000001,20191113,,1,영업/정상,13,영업중,,,,,,,,경기도 수원시 영통구 원천동 377-1 석포빌딩 501호,"경기도 수원시 영통구 신원로276번길 20, 석포빌딩 5층 501호 (원천동)",16675,아이스에이지 아이스링크,2.0201E+13,U,2020.10.6 2:40,,205422.9078,417544.8153,빙상장업,사립,,,,,,,
169,빙상장업,10_34_01_P,3030000,CDFH3301242021000001,20210928,,1,영업/정상,13,영업중,,,,,,,,서울특별시 성동구 용답동 227-1 화성개발장한평,"서울특별시 성동구 자동차시장1길 18, 화성개발장한평 지하1층 (용답동)",4808,디엣지 아이스링크,2.02109E+13,I,2021.9.30 0:23,,205204.6247,450982.0095,빙상장업,사립,Y,0,0,0,0,,
170,빙상장업,10_34_01_P,3330000,CDFH3301242009000001,20090205,,1,영업/정상,13,영업중,,,,,051-745-1400,,,부산광역시 해운대구 우동 1495번지 신세계백화점센텀시티점,"부산광역시 해운대구 센텀남대로 35, 신세계백화점센텀시티점 4층 (우동)",48058,신세계센텀시티 아이스링크,2.02002E+13,U,2020.2.12 2:40,,393952.2645,187602.9332,빙상장업,사립,,,,,,,
171,빙상장업,10_34_01_P,4200000,CDFH3301242007000001,20070410,,1,영업/정상,13,영업중,,,,,,,,강원도 강릉시 교동 632 강릉컬링센터,"강원도 강릉시 종합운동장길 32, 강릉컬링센터 (교동)",25474,주식회사 아이스강릉,2.02201E+13,U,2022.1.20 2:40,,366675.5078,476258.1569,빙상장업,사립,Y,,1,1201095,,,
172,빙상장업,10_34_01_P,3140000,CDFH3301242020000002,20200910,,1,영업/정상,13,영업중,,,,,,,,서울특별시 양천구 신월동 952-1,"서울특별시 양천구 지양로7길 9, B1층 (신월동)",8038,아이스 플렉스,2.02009E+13,I,2020.9.13 0:23,,185177.6429,446600.0909,빙상장업,사립,,,,,,,
173,빙상장업,10_34_01_P,3780000,CDFH3301242021000001,20210303,,1,영업/정상,13,영업중,,,,,,,,경기도 성남시 중원구 여수동 208 풍성빌딩,"경기도 성남시 중원구 성남대로997번길 51-22, 풍성빌딩 지하1층 (여수동)",13439,포레스트,2.0211E+13,U,2021.10.28 2:40,,211119.815,435021.1,빙상장업,사립,,0,0,0,0,,
174,빙상장업,10_34_01_P,3470000,CDFH3301242004000001,20040524,,1,영업/정상,13,영업중,,,,,,,704060,대구광역시 달서구 두류동 산 302-11,대구광역시 달서구 두류공원로 200 (두류동),,(주)이월드,2.0211E+13,U,2021.10.17 2:40,,341301.5547,262585.135,빙상장업,사립,,,,,,,
175,빙상장업,10_34_01_P,3460000,CDFH3301242005000001,20051116,,1,영업/정상,13,영업중,,,,,053-765-1300,,,대구광역시 수성구 상동 725,"대구광역시 수성구 용학로 35-5 (상동, 수성랜드)",42202,수성 스케이트장,2.02104E+13,U,2021.4.10 2:40,,345723.0314,259732.3793,빙상장업,사립,,,,,,,
176,빙상장업,10_34_01_P,3100000,CDFH3301241998000001,19980508,,1,영업/정상,13,영업중,,,,,02-909-3114,,139845,서울특별시 노원구 월계동 468-5 외15필지,"서울특별시 노원구 광운로 20 (월계동, 광운대학교 아이스링크)",1897,광운대학교,2.02202E+13,U,2022.2.10 2:40,,205198.4987,457486.2065,빙상장업,사립,Y,0,0,0,0,,
177,빙상장업,10_34_01_P,3100000,CDFH3301242003000001,20030509,,1,영업/정상,13,영업중,,,,,972-7630,,139230,서울특별시 노원구 하계동 288-1번지 동천학원내,"서울특별시 노원구 노원로18길 41 (하계동,동천학원내)",,동천재활체육센터,2.02002E+13,U,2020.2.23 2:40,,206402.0997,460228.4671,빙상장업,사립,Y,,,,,,
178,빙상장업,10_34_01_P,3160000,CDFH3301242013000001,20131023,,1,영업/정상,13,영업중,,,,,,,,"서울특별시 구로구 고척동 60-34 제니스스포츠클럽 B,C동","서울특별시 구로구 안양천로539길 11, 제니스스포츠클럽 B,C동 (고척동)",8220,제니스 스포츠클럽,2.0211E+13,U,2021.10.17 2:40,,188459.8084,444722.1211,빙상장업,사립,Y,2,0,0,0,,
179,빙상장업,10_34_01_P,3230000,CDFH3301242022000001,20220812,,1,영업/정상,13,영업중,,,,,,,,서울특별시 송파구 거여동 36-4 지하1층,"서울특별시 송파구 오금로 519, 지하1층 (거여동)",5768,아이스제이,2.02208E+13,I,2022.8.14 0:22,,212888.8362,443453.9004,빙상장업,사립,,0,0,2961.09,0,,
180,빙상장업,10_34_01_P,3300000,CDFH3301242000000001,20001111,,1,영업/정상,13,영업중,,,,,051-529-7110,,607830,부산광역시 동래구 안락동 606-4번지,부산광역시 동래구 충렬대로 420 (안락동),47890,동래빙상장,2.01812E+13,U,2018.12.6 2:40,,391544.1151,190588.4763,빙상장업,사립,,,,,,,
181,빙상장업,10_34_01_P,4520000,CDFH3301242012000001,20120711,,1,영업/정상,13,영업중,,,,,041-537-3775,,,충청남도 아산시 풍기동 114-3번지 이순신빙상장,"충청남도 아산시 남부로 370-42, 이순신빙상장 (풍기동)",31580,이순신빙상장,2.02002E+13,U,2020.2.16 2:40,,202197.7801,363422.5636,빙상장업,사립,Y,5,,13299.63,,,
182,빙상장업,10_34_01_P,3150000,CDFH3301242017000001,20170821,,1,영업/정상,13,영업중,,,,,3665-6881,,,서울특별시 강서구 내발산동 646-1 순봉빌딩 지하1층,"서울특별시 강서구 공항대로 290, 지하1층 (내발산동, 순봉빌딩)",7646,아이스온,2.02203E+13,U,2022.3.17 2:40,,185769.0389,450647.9247,빙상장업,사립,Y,1,0,5561.42,0,,
183,빙상장업,10_34_01_P,3220000,CDFH3301242016000001,20160411,,1,영업/정상,13,영업중,,,,,02-540-5475,,,서울특별시 강남구 신사동 528번지 지하1층,"서울특별시 강남구 압구정로 104, 지하1층 (신사동, 보암빌딩)",6028,와이키키 아이스링크 앤드 스윔(1),2.01604E+13,I,2018.8.31 23:59,,201701.4183,446697.7017,빙상장업,사립,,,,,,,
184,빙상장업,10_34_01_P,3420000,CDFH3301242018000001,20181126,,1,영업/정상,13,영업중,,,,,053-710-0232,,,대구광역시 동구 입석동 854-1번지 일신세파볼트,대구광역시 동구 입석로1길 69-4 (입석동),41140,대구아이스파크,2.01906E+13,U,2019.6.7 2:40,,348758.5484,267179.8999,빙상장업,사립,Y,,,2548.6,,,
185,빙상장업,10_34_01_P,3180000,CDFH3301242020000001,20201215,,1,영업/정상,13,영업중,,,,,02-784-2223,,,서울특별시 영등포구 여의도동 81-8,서울특별시 영등포구 여의서로 160 (여의도동),7231,더로드 아이스링크,2.02207E+13,U,2022.7.16 2:40,,192257.9566,448078.5324,빙상장업,사립,,,,,,,
186,빙상장업,10_34_01_P,3780000,CDFH3301242020000001,20201216,,1,영업/정상,13,영업중,,,,,031-726-1614,,,경기도 성남시 분당구 금곡동 444-148 금곡동빌딩,"경기도 성남시 분당구 대왕판교로34번길 23, 금곡동빌딩 1층 (금곡동)",13548,아이스아레나,2.02206E+13,U,2022.6.24 2:40,,209002.9685,427416.0944,빙상장업,사립,,0,0,0,0,,
187,빙상장업,10_34_01_P,5540000,CDFH3301242020000001,20201214,,1,영업/정상,13,영업중,,,,,,,,경기도 광주시 오포읍 능평리 194-7,경기도 광주시 오포읍 능평로 116-13,12773,바우어아이스센터(BAUER ICE CENTER),2.02012E+13,I,2020.12.16 0:23,,215079.3822,427429.1885,빙상장업,사립,,,1,943.6,,,
188,빙상장업,10_34_01_P,4040000,CDFH3301242020000001,20201126,,1,영업/정상,13,영업중,,,,,,,,경기도 하남시 풍산동 505 미사주차장,"경기도 하남시 미사강변대로34번길 120, 미사주차장 5층 (풍산동)",12919,하남아이스링크(Skill up arena),2.02011E+13,I,2020.11.28 0:23,,,,빙상장업,사립,Y,,,,,,
189,빙상장업,10_34_01_P,6520000,CDFH3301242022000001,20220616,,1,영업/정상,13,영업중,,,,,032-821-5635,,,제주특별자치도 서귀포시 대정읍 구억리 1121 브랭섬홀아시아,"제주특별자치도 서귀포시 대정읍 글로벌에듀로 234, 브랭섬홀아시아",63644,브랭섬홀아시아 아이스링크,2.02206E+13,I,2022.6.18 0:22,,133556.9025,-22606.76795,빙상장업,사립,,0,0,0,0,,
190,빙상장업,10_34_01_P,4040000,CDFH3301242022000001,20220607,,1,영업/정상,13,영업중,,,,,031-792-8583,,,경기도 하남시 망월동 1152-1,경기도 하남시 미사강변한강로 327 (망월동),12922,(주)아이맥스코리아,2.02206E+13,I,2022.6.9 0:22,,,,빙상장업,사립,,0,0,0,0,,
191,빙상장업,10_34_01_P,3740000,CDFH3301242005000001,20051125,,3,폐업,34,영업장폐쇄,20070420,,,,,,442817,경기도 수원시 팔달구 우만동 228,,,월드컵아이스링크,2.01404E+13,I,2020.8.5 0:23,,203263.3023,420600.5744,빙상장업,사립,,,,,,,
192,빙상장업,10_34_01_P,6510000,CDFH3301242011000001,20111216,,4,취소/말소/만료/정지/중지,35,직권말소,20140207,,,,,,690029,제주특별자치도 제주시 도남동 277번지,제주특별자치도 제주시 연북로 444 (도남동),690029,제주연북로아이스링크,2.01402E+13,I,2018.8.31 23:59,,156152.4406,-1682.2152,빙상장업,사립,Y,1,1,,400,,
193,빙상장업,10_34_01_P,6510000,CDFH3301242009000002,20091102,,4,취소/말소/만료/정지/중지,35,직권말소,20151116,,,,,,690805,제주특별자치도 제주시 노형동 3530-1번지,제주특별자치도 제주시 노형로 191 (노형동),63107,제주아이스링크,2.01511E+13,I,2018.8.31 23:59,,149888.0701,-2557.051799,빙상장업,사립,,,1,65,,,
194,빙상장업,10_34_01_P,3940000,CDFH3301242004000001,20040816,,4,취소/말소/만료/정지/중지,35,직권말소,20190809,,,,970-2045,,412827,경기도 고양시 덕양구 화정동 1005번지,,,고양사회체육(주),2.01908E+13,U,2019.8.13 2:40,,185006.8557,458451.2669,빙상장업,사립,Y,1,1,2813.49,,,
195,빙상장업,10_34_01_P,3940000,CDFH3301242004000002,20041026,,4,취소/말소/만료/정지/중지,35,직권말소,20190809,,,,,,412827,경기도 고양시 덕양구 화정동 1005번지,,,고양사회체육(주),2.01908E+13,U,2019.8.13 2:40,,185006.8557,458451.2669,빙상장업,사립,Y,1,1,2813.49,,,
196,빙상장업,10_34_01_P,3940000,CDFH3301242018000001,20180718,,4,취소/말소/만료/정지/중지,35,직권말소,20191007,,,,02-325-5599,,,경기도 고양시 일산서구 대화동 2605번지,,,"(주)에스티피라이프(안녕, 겨울왕국)",2.0191E+13,U,2019.10.9 2:40,,178135.9345,462635.0043,빙상장업,사립,Y,,,,,,
197,빙상장업,10_34_01_P,3930000,CDFH3301242008000001,20081224,,4,취소/말소/만료/정지/중지,35,직권말소,20131218,,,,486-0002,,425866,경기도 안산시 단원구 초지동 666-1번지,경기도 안산시 단원구 화랑로 260 (초지동),15396,자연과아이들,2.01403E+13,I,2018.8.31 23:59,,183897.6291,424184.5612,빙상장업,사립,,,,,,,
198,빙상장업,10_34_01_P,3990000,CDFH3301242016000001,20160809,,4,취소/말소/만료/정지/중지,35,직권말소,20211005,,,,,,,경기도 남양주시 별내동 802,"경기도 남양주시 덕송3로 76 (별내동, 별내크린센터)",12092,남양주별내빙상장,2.0211E+13,U,2021.10.29 2:40,,209914.4679,463465.4386,빙상장업,사립,,0,0,0,0,,
199,빙상장업,10_34_01_P,5710000,CDFH3301241998000001,19980109,,4,취소/말소/만료/정지/중지,35,직권말소,20181101,,,,043-266-1717,,361280,충청북도 청주시 서원구 사창동 514번지,충청북도 청주시 서원구 내수동로114번길 66 (사창동),,청주실내아이스링크,2.01811E+13,U,2018.11.3 2:37,,241092.7115,347901.3241,빙상장업,사립,,1,,5966.78,,,
